*Title*,row 1 b,,,,,,
*Can*,Can,,,,,,
*Can*,May,,,,,,
*costly12*,costly is it,,,,,,
*costly12*,expensive is it,,,,,,
*costly12*,much money is it,,,,,,
*costly12*,much money does it cost,,,,,,
*forunder300*,for under $250,,,,,,
*forunder300*,for a couple of hundred dollars,,,,,,
*forunder300*,for approximately $20 a month when you pay yearly,,,,,,
*forunder300*,for approximately $20 a month.,,,,,,
*homeschool14*,to be homeschooled,,,,,,
*homeschool14*,to homeschool,,,,,,
*homeschool14*,to homeschool your kids,,,,,,
*homeschool14*,to homeoschool your children,,,,,,
*homeschool14*,to homeschool your child,,,,,,
*get14*,Choose,,,,,,
*get14*,Select,,,,,,
*get14*,Get,,,,,,
*get14*,Obtain,,,,,,
*program14*,a homeschool program,,,,,,
*program14*,a homeschool curriculum,,,,,,
*program14*,an education program,,,,,,
*program14*,a home education program,,,,,,
*program14*,a curriculum outline,,,,,,
*step2*,Choose *program14* which matches your needs.,,,,,,
*step2*,Select *program14* which is thorough and comprehensive.,,,,,,
*step2*,Choose *program14* which matches your needs.,,,,,,
*step2*,Choose *program14* from accredited teachers.,,,,,,
*step2*,Choose *program14* from certified teachers.,,,,,,
*step3*,Lernsys offers great homeschooling resources for parents in *state*^ even many that are free.,,,,,,
*step3*,Lernsys is truly a complete solution for homeschooled students in *state*. No need to stitch together or go somewhere else for this or that.,,,,,,
*step3*,With Lernsys^ parents in *state* get everything in one place (curriculum^ exercises^ lessons^ tests).,,,,,,
*step3*,With Lernsys homeschooling^ each homeschooling course has everything a student in *state* can possibly need.,,,,,,
*step3*,Lernsys is truly a unique solution: different teachers to choose from^ complete courses and curriculum^ go at your own pace^ watch as many times as needed.,,,,,,
*step3*,Lernsys offers choice^ great curriculum and homeschool program^ reasonable price^ free resources.,,,,,,
*step3*,Lernsys offers homeschooling parents in *state* a great selection of homeschooling programs and courses from accredited teachers. ,,,,,,
*child17*,child,,,,,,
*child17*,student,,,,,,
*child17*,homeschooled child,,,,,,
,,,,,,,
*forsummer22*,during the summer break,,,,,,
*forsummer22*,for the summer months,,,,,,
*forsummer22*,during the summer recess,,,,,,
*forsummer22*,during recess,,,,,,
*law23*,law,,,,,,
*law23*,statute,,,,,,
*law23*,act,,,,,,
*law23*,legislation,,,,,,
*homeschooling23*,homeschooling,,,,,,
*homeschooling23*,homeschooling by parents,,,,,,
*homeschooling23*,at home schooling,,,,,,
*homeschooling23*,at home education,,,,,,
*homeschooling23*,homeschooling students,,,,,,
*homeschooling23*,homeschooling requirements,,,,,,
*regulates23*,regulates,,,,,,
*regulates23*,legislates,,,,,,
*regulates23*,governs,,,,,,
*regulates23*,authorizes,,,,,,
*regulates23*,deals with,,,,,,
,,,,,,,
*certified22*,certified,,,,,,
*certified22*,qualified,,,,,,
*certified22*,licensed,,,,,,
*certified22*,professional,,,,,,
*certified22*,experienced,,,,,,
*parent15*,parent/guardian ,,,,,,
*parent15*,parent,,,,,,
*parent15*,parent or guardian,,,,,,
*decides15*,decides,,,,,,
*decides15*,chooses,,,,,,
*decides15*,makes the decision,,,,,,
*remove15*,remove,,,,,,
*remove15*,pull,,,,,,
*astudent15*,an enrolled student,,,,,,
*astudent15*,a public school student,,,,,,
*astudent15*,a student enrolled in a public school,,,,,,
*school15*,school educational program,,,,,,
*school15*,school,,,,,,
*school15*,educational program,,,,,,
*complete15*,complete,,,,,,
*complete15*,fill out,,,,,,
*complete15*,provide,,,,,,
*related15*,related to,,,,,,
*related15*,connected to,,,,,,
*related15*,regarding,,,,,,
*highschool15*,school,,,,,,
*highschool15*,high school,,,,,,
*highschool15*,public school,,,,,,
*highschool15*,publicly funded school,,,,,,
*sent15*,sent,,,,,,
*sent15*,provided,,,,,,
*sent15*,given,,,,,,
*child15*,child,,,,,,
*child15*,student,,,,,,
*child15*,pupil,,,,,,
*transfer15*,transfer form,,,,,,
*transfer15*,transfer document,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
*person*,kid,he,,,,,
*person*,kid,she,,,,,
*person*,son,he,,,,,
*person*,daughter,she,,,,,
*person*,child,he,,,,,
*person*,child,she,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
*personproblem*,my *person* *illmentconnector*,,,,,,
*personproblem*,our *person* *illmentconnector*,,,,,,
*personproblem*,my *person* who is suffering555 *illment* and has been facing a lot of bullying and suffering from anxiety and depression.,,,,,,
*personproblem*,my *person* who's suffering556 *illment* and has received a lot of bullying and suffering from anxiety and depression.,,,,,,
*illmentconnector*,who has been diagnosed with *severity* *illment*. Obviously anxiety and depression is also an issue.,,,,,,
*illmentconnector*,who is struggling with *severity* *illment*. Anxiety and depression is also an ongoing issue.,,,,,,
*illmentconnector*,who is battling *severity* *illment*.,,,,,,
*illmentconnector*,who is battling with *severity* *illment*.,,,,,,
*illmentconnector*,who is coping with *severity* *illment*.,,,,,,
*illmentconnector*,who has been struggling with *severity* *illment*.,,,,,,
*illmentconnector*,who's been struggling with *severity* *illment*.,,,,,,
,,,,,,,
,,,,,,,
*strugglingwith*,is having trouble with *subject*,,,,,,
*strugglingwith*,has been struggling with *subject*,,,,,,
*strugglingwith*,is struggling with *subject*,,,,,,
*strugglingwith*,is having lots of difficulty with *subject*,,,,,,
*strugglingwith*,needs lots of help with *subject*,,,,,,
*strugglingwith*,needs serious help with *subject*,,,,,,
*strugglingwith*,is falling behind in *subject*,,,,,,
*strugglingwith*,is behind in *subject*,,,,,,
*strugglingwith*,is having real trouble in *subject*,,,,,,
*strugglingwith*,is failing *subject*,,,,,,
,,,,,,,
,,,,,,,
*illphrase1*,Sorry to hear that your *person* suffers from *illment* and *strugglingwith*.,,,,,,
*illphrase1*,Really sorry to hear that your *person* *strugglingwith* because of *illment*.,,,,,,
*illphrase1*,So sad to read about the challenge your *person* is facing and that *person-variant* *strugglingwith*.,,,,,,
*illphrase1*,I'm sorry to hear that your *person* is coping with *illment*.,,,,,,
*illphrase1*,I'm sorry to hear that your *person* is coping with *illment* and  *strugglingwith*.,,,,,,
*illphrase2*,I also have a *person* who is affected by *illment*.,,,,,,
*illphrase2*,My *person* too suffers from *illment*,,,,,,
*illphrase2*,As you know^ we can only take it one day at a time and try to make the best of it. ,,,,,,
*illphrase2*,Few people know that millions of children suffer from *illment*.,,,,,,
*illphrase2*,Unfortunately^ *illment* is a lot more common than most people know.,,,,,,
*illphrase2*,Sadly^ millions of children in North America suffer from *illment*.,,,,,,
*illphrase2*,Fortunately^ more people each day are starting to have a conversation about *illment*.,,,,,,
*illphrase2*,Luckily^ parents like us now have more tools available so that kids who suffer from *illment* don't fall behind with school.,,,,,,
*illphrase3*,This is one of the main reasons we decided to homeschool our *person*.,,,,,,
*illphrase3*,*illment* is what basically motivated us to want to homeschool.,,,,,,
*illphrase3*,Homeschool is a great option for children who are affected by *illment*.,,,,,,
*illphrase3*,I really feel like *homeschool* is a wonderful option for children affected by *illment*.,,,,,,
*illphrase3*,Many children in the past affected by *illment* ended up dropping out of school but now with homeschool they have a chance.,,,,,,
*illphrase3*,In the past^ children affected by *illment* often ended up dropping out of school or staying back several grades.,,,,,,
*illphrase4*,I feel like Lernsys is a pretty good solution for children suffering from *illment* and would definitely recommend them.,,,,,,
*illphrase4*,We have been using Lernsys *time* and definitely recommend their *homeschool* program for children suffering from *illment*. *lernsysbenefits*,,,,,,
*illphrase4*,I think you'll be happy to homeschool with Lernsys to help your child who suffers from *illment*. Lernsys offers a lot of *homeschoolhelp* and it's fun.,,,,,,
*illphrase4*,I can definitely recommend Lernsys to you. They offer lots of *homeschoolhelp* and *schoolresources* and a complete program.,,,,,,
*illphrase4*,We are glad we chose Lernsys and *happy*. I think it can definitely help with *illment*. *homeschoolingbenefits*. *lernsysbenefits*,,,,,,
*illphrase4*,My *person* has been using Lernsys for *time* and *happy*. I recommend their system. They offer a great deal of *homeschoolhelp* and *schoolresources* useful for someone battling *illment*.,,,,,,
*illphrase4*,I feel like Lernsys will be helpful to someone in your situation. Lernsys provides great *homeschoolhelp* and *schoolresources*. *homeschoolingbenefits*. ,,,,,,
*illphrase4*,Hang in there! It is easy to feel overwhelmed for choice and the responsibility of making those decisions for a child affected by *illment*. I believe that Lernsys's *homeschool* program is a perfect solution for children with *illment*.,,,,,,
*illphrase4*,Coping with *illment* is a challenge in itself so I would definitely recommend the Lernsys *homeschool* program to alleviate the work and stress. *lernsysbenefits*,,,,,,
*illphrase4*,I think Lernsys is a great solution for many children suffering from *illment*. *lernsysbenefits*. ,,,,,,
*illphrase5*,Here's a link with some information about *illment*. *illment-variant*.,,,,,,
*illphrase5*,Here's a page with lots of information about *illment*. *illment-variant*.,,,,,,
*illphrase5*,I'm copying a link to a site with some insightful information about *illment*. *illment-variant*.,,,,,,
*illphrase5*,You probably already know a lot about *illment* but anyway^ here's a page with information regarding *illment*. *illment-variant*.,,,,,,
*illphrase5*,Here's a link to a site which discusses *illment*. *illment-variant*.,,,,,,
*illphrase5*,In case you may be interesteed^ here's a site which discusses *illment*. *illment-variant*.,,,,,,
,,,,,,,
,,,,,,,
*sexuality*,gay,,,,,,
*sexuality*,transgender,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
*severity*,mild,,,,,,
*severity*,severe,,,,,,
*severity*,moderate,,,,,,
*severity*,a high level of,,,,,,
*severity*,ongoing,,,,,,
*severity*,serious,,,,,,
*severity*,considerable,,,,,,
*severity*,substantial,,,,,,
*illment*,autism,"<a href=""https://psychcentral.com/disorders/autism/"">autism info</a></p>","<a href=""https://www.autismspeaks.org/what-autism"">autism information</a></p>","<a href=""https://www.autismspeaks.org/what-autism"">autism </a></p>","<a href=""https://en.wikipedia.org/wiki/Autism"">autism help</a></p>","<a href=""https://en.wikipedia.org/wiki/Autism"">autism helpful info</a></p>",
*illment*,depression,"<a href=""https://psychcentral.com/disorders/depression/"">depression info</a></p>","<a href=""https://www.psychiatry.org/patients-families/depression/what-is-depression"">depression information</a></p>","<a href=""https://www.psychiatry.org/patients-families/depression/what-is-depression"">depression </a></p>","<a href=""https://www.camh.ca/en/health-info/mental-illness-and-addiction-index/depression"">depression help</a></p>","<a href=""https://www.camh.ca/en/health-info/mental-illness-and-addiction-index/depression"">depression helpful info</a></p>",
*illment*,anxiety,"<a href=""https://psychcentral.com/disorders/anxiety/"">anxiety info</a></p>","<a href=""https://en.wikipedia.org/wiki/Anxiety_disorder"">anxiety information</a></p>","<a href=""https://en.wikipedia.org/wiki/Anxiety_disorder"">anxiety </a></p>","<a href=""https://www.webmd.com/anxiety-panic/guide/anxiety-disorders#1"">anxiety help</a></p>","<a href=""https://www.webmd.com/anxiety-panic/guide/anxiety-disorders#1"">anxiety helpful info</a></p>",
*illment*,panic attacks,"<a href=""https://psychcentral.com/disorders/anxiety/panic-disorder-symptoms/"">panic attacks info</a></p>","<a href=""https://en.wikipedia.org/wiki/Panic_attack"">panic attacks information</a></p>","<a href=""https://en.wikipedia.org/wiki/Panic_attack"">panic attacks </a></p>","<a href=""https://adaa.org/understanding-anxiety/panic-disorder-agoraphobia/symptoms"">panic attacks help</a></p>","<a href=""https://adaa.org/understanding-anxiety/panic-disorder-agoraphobia/symptoms"">panic attacks helpful info</a></p>",
*illment*,PTSD,"<a href=""https://psychcentral.com/disorders/ptsd/"">PTSD info</a></p>","<a href=""https://www.mayoclinic.org/diseases-conditions/post-traumatic-stress-disorder/symptoms-causes/syc-20355967"">PTSD information</a></p>","<a href=""https://www.mayoclinic.org/diseases-conditions/post-traumatic-stress-disorder/symptoms-causes/syc-20355967"">PTSD </a></p>","<a href=""https://en.wikipedia.org/wiki/Posttraumatic_stress_disorder"">PTSD help</a></p>","<a href=""https://en.wikipedia.org/wiki/Posttraumatic_stress_disorder"">PTSD helpful info</a></p>",
*illment*,bi-polar disorder,"<a href=""https://psychcentral.com/disorders/bipolar/"">bi-polar disorder info</a></p>","<a href=""https://www.nimh.nih.gov/health/topics/bipolar-disorder/index.shtml"">bi-polar disorder information</a></p>","<a href=""https://www.nimh.nih.gov/health/topics/bipolar-disorder/index.shtml"">bi-polar disorder </a></p>","<a href=""https://en.wikipedia.org/wiki/Bipolar_disorder"">bi-polar disorder help</a></p>","<a href=""https://en.wikipedia.org/wiki/Bipolar_disorder"">bi-polar disorder helpful info</a></p>",
*illment*,manic depression,"<a href=""https://psychcentral.com/disorders/manic-episode/"">manic depression info</a></p>","<a href=""https://www.webmd.com/depression/guide/bipolar-disorder-manic-depression#1"">manic depression information</a></p>","<a href=""https://www.webmd.com/depression/guide/bipolar-disorder-manic-depression#1"">manic depression </a></p>","<a href=""https://www.healthline.com/health/could-it-be-bipolar-signs-to-look-for"">manic depression help</a></p>","<a href=""https://www.healthline.com/health/could-it-be-bipolar-signs-to-look-for"">manic depression helpful info</a></p>",
*illment*,an eating disorder,"<a href=""https://psychcentral.com/disorders/eating-disorders/"">an eating disorder info</a></p>","<a href=""https://www.eatingdisorderhope.com/information/eating-disorder"">an eating disorder information</a></p>","<a href=""https://www.eatingdisorderhope.com/information/eating-disorder"">an eating disorder </a></p>","<a href=""https://en.wikipedia.org/wiki/Eating_disorder"">an eating disorder help</a></p>","<a href=""https://en.wikipedia.org/wiki/Eating_disorder"">an eating disorder helpful info</a></p>",
*illment*,bulimia,"<a href=""https://psychcentral.com/disorders/eating-disorders/bulimia-nervosa-symptoms/"">bulimia info</a></p>","<a href=""https://www.bulimia.com/topics/bulimia/"">bulimia information</a></p>","<a href=""https://www.bulimia.com/topics/bulimia/"">bulimia </a></p>","<a href=""https://en.wikipedia.org/wiki/Bulimia_nervosa"">bulimia help</a></p>","<a href=""https://en.wikipedia.org/wiki/Bulimia_nervosa"">bulimia helpful info</a></p>",
*illment*,anorexia,"<a href=""https://psychcentral.com/disorders/eating-disorders/anorexia-nervosa-symptoms/"">anorexia info</a></p>","<a href=""https://www.eatingdisorderhope.com/information/anorexia"">anorexia information</a></p>","<a href=""https://www.eatingdisorderhope.com/information/anorexia"">anorexia </a></p>","<a href=""https://en.wikipedia.org/wiki/Anorexia_nervosa"">anorexia help</a></p>","<a href=""https://en.wikipedia.org/wiki/Anorexia_nervosa"">anorexia helpful info</a></p>",
*illment*,social anxiety,"<a href=""https://psychcentral.com/disorders/anxiety/social-anxiety-disorder-symptoms/"">social anxiety info</a></p>","<a href=""http://socialphobia.org/social-anxiety-disorder-definition-symptoms-treatment-therapy-medications-insight-prognosis"">social anxiety information</a></p>","<a href=""http://socialphobia.org/social-anxiety-disorder-definition-symptoms-treatment-therapy-medications-insight-prognosis"">social anxiety </a></p>","<a href=""https://www.anxietybc.com/adults/social-anxiety-disorder"">social anxiety help</a></p>","<a href=""https://www.anxietybc.com/adults/social-anxiety-disorder"">social anxiety helpful info</a></p>",
*illment*,paranoia,"<a href=""https://psychcentral.com/disorders/paranoid-personality-disorder/"">paranoia info</a></p>","<a href=""https://en.wikipedia.org/wiki/Paranoia"">paranoia information</a></p>","<a href=""https://en.wikipedia.org/wiki/Paranoia"">paranoia </a></p>","<a href=""http://www.mentalhealthamerica.net/conditions/paranoia-and-delusional-disorders"">paranoia help</a></p>","<a href=""http://www.mentalhealthamerica.net/conditions/paranoia-and-delusional-disorders"">paranoia helpful info</a></p>",
*illment*,PPD,"<a href=""https://www.webmd.com/mental-health/paranoid-personality-disorder#1"">PPD info</a></p>","<a href=""https://en.wikipedia.org/wiki/Paranoia"">PPD information</a></p>","<a href=""https://en.wikipedia.org/wiki/Paranoia"">PPD </a></p>","<a href=""http://www.mentalhealthamerica.net/conditions/paranoia-and-delusional-disorders"">PPD help</a></p>","<a href=""http://www.mentalhealthamerica.net/conditions/paranoia-and-delusional-disorders"">PPD helpful info</a></p>",
*illment*,tourettes syndrome,"<a href=""https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Tourette-Syndrome-Fact-Sheet"">tourettes syndrome info</a></p>","<a href=""https://medbroadcast.com/condition/getcondition/tourettes-syndrome"">tourettes syndrome information</a></p>","<a href=""https://medbroadcast.com/condition/getcondition/tourettes-syndrome"">tourettes syndrome </a></p>","<a href=""https://en.wikipedia.org/wiki/Tourette_syndrome"">tourettes syndrome help</a></p>","<a href=""https://en.wikipedia.org/wiki/Tourette_syndrome"">tourettes syndrome helpful info</a></p>",
*illment*,TS,"<a href=""https://www.ninds.nih.gov/Disorders/Patient-Caregiver-Education/Fact-Sheets/Tourette-Syndrome-Fact-Sheet"">TS info</a></p>","<a href=""https://medbroadcast.com/condition/getcondition/tourettes-syndrome"">TS information</a></p>","<a href=""https://medbroadcast.com/condition/getcondition/tourettes-syndrome"">TS </a></p>","<a href=""https://en.wikipedia.org/wiki/Tourette_syndrome"">TS help</a></p>","<a href=""https://en.wikipedia.org/wiki/Tourette_syndrome"">TS helpful info</a></p>",
*illment*,schizophrenia,"<a href=""https://psychcentral.com/disorders/schizophrenia/"">schizophrenia info</a></p>","<a href=""https://www.bbrfoundation.org/research/schizophrenia"">schizophrenia information</a></p>","<a href=""https://www.bbrfoundation.org/research/schizophrenia"">schizophrenia </a></p>","<a href=""http://www.schizophrenia.ca/learn_more_about_schizophrenia.php"">schizophrenia help</a></p>","<a href=""http://www.schizophrenia.ca/learn_more_about_schizophrenia.php"">schizophrenia helpful info</a></p>",
*illment*,insomnia,"<a href=""https://psychcentral.com/disorders/insomnia-symptoms/"">insomnia info</a></p>","<a href=""https://www.webmd.com/sleep-disorders/guide/insomnia-symptoms-and-causes#1"">insomnia information</a></p>","<a href=""https://www.webmd.com/sleep-disorders/guide/insomnia-symptoms-and-causes#1"">insomnia </a></p>","<a href=""https://en.wikipedia.org/wiki/Insomnia"">insomnia help</a></p>","<a href=""https://en.wikipedia.org/wiki/Insomnia"">insomnia helpful info</a></p>",
*illment*,social anxiety phobia,"<a href=""https://psychcentral.com/disorders/anxiety/social-anxiety-disorder-symptoms/"">social anxiety phobia info</a></p>","<a href=""http://socialphobia.org/social-anxiety-disorder-definition-symptoms-treatment-therapy-medications-insight-prognosis"">social anxiety phobia information</a></p>","<a href=""http://socialphobia.org/social-anxiety-disorder-definition-symptoms-treatment-therapy-medications-insight-prognosis"">social anxiety phobia </a></p>","<a href=""https://www.webmd.com/anxiety-panic/guide/mental-health-social-anxiety-disorder#1"">social anxiety phobia help</a></p>","<a href=""https://www.webmd.com/anxiety-panic/guide/mental-health-social-anxiety-disorder#1"">social anxiety phobia helpful info</a></p>",
*illment*,nightmare disorder,"<a href=""https://psychcentral.com/disorders/nightmare-disorder-symptoms/"">nightmare disorder info</a></p>","<a href=""https://en.wikipedia.org/wiki/Nightmare_disorder"">nightmare disorder information</a></p>","<a href=""https://en.wikipedia.org/wiki/Nightmare_disorder"">nightmare disorder </a></p>","<a href=""https://www.mayoclinic.org/diseases-conditions/nightmare-disorder/symptoms-causes/syc-20353515"">nightmare disorder help</a></p>","<a href=""https://www.mayoclinic.org/diseases-conditions/nightmare-disorder/symptoms-causes/syc-20353515"">nightmare disorder helpful info</a></p>",
*illment*,narcolepsy,"<a href=""https://psychcentral.com/disorders/narcolepsy-symptoms/"">narcolepsy info</a></p>","<a href=""https://www.webmd.com/sleep-disorders/guide/narcolepsy#1"">narcolepsy information</a></p>","<a href=""https://www.webmd.com/sleep-disorders/guide/narcolepsy#1"">narcolepsy </a></p>","<a href=""https://sleepfoundation.org/sleep-disorders-problems/narcolepsy-and-sleep"">narcolepsy help</a></p>","<a href=""https://sleepfoundation.org/sleep-disorders-problems/narcolepsy-and-sleep"">narcolepsy helpful info</a></p>",
