*answer#3#*,3<p>What case law exists regarding homeschooling in *state*? location1 v. Vaughn 44 N.J. 142 (1965): This case deals with the procedures to be employed when a parent/guardian is charged with failing to cause the child to attend school under the compulsory education law.  During the prosecution of a case against a parent/guardian for a violation of the compulsory education law@ the location1 needed only to allege a violation of the statute.  It was then incumbent upon the parent/guardian to introduce evidence showing that they are relying on one of the two statutory exceptions (day school or equivalent instruction elsewhere than at school).  Once there is such evidence in the case@ the burden of persuasion with respect to whether the education comes within the exception is with the location1.</p>,"0,5",,
*answer#3#*,3Never. *you1* can't *homeschool* *daughter-variant* in *state* on *day* but you can homeschool on *day-other*.,"0,5",,
,,"0,5",,
do not use NJ,"<p>What does the existing law say regarding homeschooling in *location1*?</p><p> location1 v. Massa 95 N.J. Super 382 (1967): In court@ the parents were charged with failing to cause the child to attend school under the compulsory education law.  The only issue before the court was whether the parents were providing equivalent instruction.  The court held that the language under the compulsory education law@ providing for equivalent instruction elsewhere than at school@ required showing only academic equivalency and not equivalency of social development derived from group education.  In educating the child at home@ the parents were required to show only that “the instruction was academically equivalent to that provided in the local public school.” 

</p>","0,5",,
,,,,
*problem*,I have a problem,,,
*probability*,This is a probability,,,
,,,,
*metatitle#0#*,0*Can* *I* *homeschool* in *city1*?,,,
*metatitle#0#*,0Is it lawful to homeschool in *city1*?,,,
*metatitle#0#*,0Question about homeschooling in *city1*,,,
*metatitle#1#*,xQuestion about homeschooling in *city1*,,,
*metatitle#1#*,xCan *I* homeschool in *city1*,,,
*metatitle#1#*,x*AmI* *allowed1* *homeschool* in *city1*?,,,
*metatitle#2#*,2Question about homeschooling in *city1*,,,
*metatitle#2#*,2Can *I* homeschool in *city1*,,,
*metatitle#3#*,2*AmI* *allowed1* *homeschool* in *city1*?,,,
,,,,
*intro*,Good day there!,,,
*intro*,Good day!,,,
*intro*,Morning!,,,
,,,,
*outro1*,Goodbye,,,
*outro2*,See you later,,,
*outro3*,Hope this helps,,,
,,,,
*repliername*,John,Expert,Ontario,318
*repliername*,Steve,Expert,Ontario,271
*repliername*,Lisa,Expert,Ontario,136
*repliername*,Walter,Expert,Ontario,247
*postername*,Allison,New User,*city1*,4
*postername*,Bailey,New User,*city1*,5
*postername*,Monica,New User,*city1*,5
*postername*,Destiny,New User,*city1*,5
*level*,primary school,,,
*level*,elementary school,,,
*level*,middle school,,,
*level*,secondary school,,,
*level*,high school,,,
*magic*,*metakeywords1*,,,
*metakeywords1*,*city1* *level* homeschool,,,
*metakeywords1*,*city1* *level* homeschooling,,,
*metakeywords2*,*city1* college,,,
*metakeywords2*,*city1* diploma,,,
*location1*,New York,,,
,,,,
*city*,St. Catharines,Niagara School District,,
*city*,Guelph,Wellington School District,,
*city*,Cambridge,Waterloo School District,,
*city*,Kingston,Frontenac School District,,
*you1*,You,,,
*state*,New Jersey,,,
,,,,
*Moderator*,Ronald,,,
*Moderator*,Benjamin,,,
*Moderators*,Ryan,,,
*Moderators*,Raymond,,,
,,,,
*postername*,Clarissa,Newbie,Alaska,2
*postername*,Lidia,Newbie,Arizona,4
*postername*,Corrine,Newbie,Arkansas,1
*postername*,Alexandria,Newbie,California,4
*postername*,Concepcion,Newbie,Colorado,4
*postername*,Tia,Newbie,Connecticut,5
*postername*,Sharron,Newbie,Delaware,3
*postername*,Rae,Newbie,Florida,2
*postername*,Dona,Newbie,Georgia,1
*postername*,Ericka,Newbie,Hawaii,6
*postername*,Jami,Newbie,Idaho,4
*postername*,Elnora,Newbie,Illinois,3
*postername*,Chandra,Newbie,Indiana,5
*postername*,Lenore,Newbie,Iowa,3
*postername*,Neva,Newbie,Kansas,3
*postername*,Marylou,Newbie,Kentucky,3
*postername*,Melisa,Newbie,Louisiana,3
*postername*,Tabatha,Newbie,Maine,6
*postername*,Serena,Newbie,Maryland,4
*postername*,Avis,Newbie,Massachusetts,4
*postername*,Allie,Newbie,Michigan,5
*postername*,Sofia,Newbie,Minnesota,7
*postername*,Jeanie,Newbie,Mississippi,8
*postername*,Odessa,Newbie,Missouri,5
*postername*,Nannie,Newbie,Montana,5
*postername*,Harriett,Newbie,Nebraska,2
*postername*,Loraine,Newbie,Nevada,2
*postername*,Penelope,Newbie,New Hampshire,2
*postername*,Milagros,Newbie,New Jersey,5
*postername*,Emilia,Newbie,New Mexico,4
*postername*,Benita,Newbie,New York,5
*postername*,Allyson,Newbie,North Carolina,2
*postername*,Ashlee,Newbie,North Dakota,1
*postername*,Tania,Newbie,Ohio,5
*postername*,Tommie,Newbie,Oklahoma,5
*postername*,Esmeralda,Newbie,Oregon,4
*postername*,Karina,Newbie,Pennsylvania,5
*postername*,Eve,Newbie,Rhode Island,4
*postername*,Pearlie,Newbie,South Carolina,4
*postername*,Zelma,Newbie,South Dakota,5
*postername*,Malinda,Newbie,Tennessee,4
*postername*,Noreen,Newbie,Texas,5
*postername*,Tameka,Newbie,Utah,4
*postername*,Saundra,Newbie,Vermont,5
*postername*,Hillary,Newbie,Virginia,4
*postername*,Amie,Newbie,Washington,5
*postername*,Althea,Newbie,West Virginia,3
*postername*,Rosalinda,Newbie,Wisconsin,4
*postername*,Jordan,Newbie,Wyoming,3
*postername*,Lilia,Newbie,Alaska,2
*postername*,Alana,Newbie,Arizona,4
*postername*,Gay,Newbie,Arkansas,1
*postername*,Clare,Newbie,California,4
*postername*,Alejandra,Newbie,Colorado,5
*postername*,Elinor,Newbie,Connecticut,6
*postername*,Michael,Newbie,Delaware,3
*postername*,Lorrie,Newbie,Florida,2
*postername*,Jerri,Newbie,Georgia,2
*postername*,Darcy,Newbie,Hawaii,5
*postername*,Earnestine,Newbie,Idaho,4
*postername*,Carmella,Newbie,Illinois,3
*postername*,Taylor,Newbie,Indiana,5
*postername*,Noemi,Newbie,Iowa,3
*postername*,Marcie,Newbie,Kansas,1
*postername*,Liza,Newbie,Kentucky,2
*postername*,Annabelle,Newbie,Louisiana,3
*postername*,Louisa,Newbie,Maine,6
*postername*,Earlene,Newbie,Maryland,4
*postername*,Mallory,Newbie,Massachusetts,6
*postername*,Carlene,Newbie,Michigan,6
*postername*,Nita,Newbie,Minnesota,5
*postername*,Selena,Newbie,Mississippi,8
*postername*,Tanisha,Newbie,Missouri,4
*postername*,Katy,Newbie,Montana,6
*postername*,Julianne,Newbie,Nebraska,2
*postername*,John,Newbie,Nevada,2
*postername*,Lakisha,Newbie,New Hampshire,2
*postername*,Edwina,Newbie,New Jersey,4
*postername*,Maricela,Newbie,New Mexico,4
*postername*,Margery,Newbie,New York,6
*postername*,Kenya,Newbie,North Carolina,3
*postername*,Dollie,Newbie,North Dakota,1
*postername*,Roxie,Newbie,Ohio,4
*postername*,Roslyn,Newbie,Oklahoma,6
*postername*,Kathrine,Newbie,Oregon,4
*postername*,Nanette,Newbie,Pennsylvania,5
*postername*,Charmaine,Newbie,Rhode Island,4
*postername*,Lavonne,Newbie,South Carolina,3
*postername*,Ilene,Newbie,South Dakota,6
*postername*,Kris,Newbie,Tennessee,4
*postername*,Tammi,Newbie,Texas,6
*postername*,Suzette,Newbie,Utah,4
*postername*,Corine,Newbie,Vermont,5
*postername*,Kaye,Newbie,Virginia,4
*postername*,Jerry,Newbie,Washington,5
*postername*,Merle,Newbie,West Virginia,3
*postername*,Chrystal,Newbie,Wisconsin,4
*postername*,Lina,Newbie,Wyoming,2
*postername*,Barbra,Newbie,Louisiana,5
*postername*,Georgina,Newbie,Maine,6
*postername*,Eliza,Newbie,Maryland,4
*postername*,Leann,Newbie,Massachusetts,5
*postername*,Bridgette,Newbie,Michigan,5
*postername*,Rhoda,Newbie,Minnesota,6
*postername*,Haley,Newbie,Mississippi,9
*postername*,Adela,Newbie,Missouri,4
*postername*,Nola,Newbie,Montana,5
*postername*,Bernadine,Newbie,Nebraska,2
*postername*,Flossie,Newbie,Nevada,3
*postername*,Ila,Newbie,New Hampshire,4
*postername*,Greta,Newbie,New Jersey,4
*postername*,Ruthie,Newbie,New Mexico,5
*postername*,Nelda,Newbie,New York,5
*postername*,Minerva,Newbie,North Carolina,2
*postername*,Lilly,Newbie,North Dakota,1
*postername*,Terrie,Newbie,Missouri,5
*postername*,Letha,Newbie,Montana,5
*postername*,Hilary,Newbie,Nebraska,3
*postername*,Estela,Newbie,Nevada,2
*postername*,Valarie,Newbie,New Hampshire,2
*postername*,Brianna,Newbie,New Jersey,4
*postername*,Rosalyn,Newbie,New Mexico,5
,,,,
*greeting*,Hi there!,,,
*repliergreeting*,Hello there!,,,
,,,,
*repliername*,Lisa,Representative,United States,340
*repliername*,Aaron,Representative,United States,540
*repliername*,Frank,Representative,United States,489
*repliername*,Susan,Representative,United States,700
*repliername*,Deanne,Newbie,Alaska,3
*repliername*,Lilian,Newbie,Arizona,4
*repliername*,Juliana,Newbie,Arkansas,1
*repliername*,Aline,Newbie,California,4
*repliername*,Luann,Newbie,Colorado,4
*repliername*,Dominique,Newbie,Connecticut,6
*repliername*,Socorro,Newbie,Delaware,3
*repliername*,Rene,Newbie,Florida,3
*repliername*,Martina,Newbie,Georgia,2
*repliername*,Margo,Newbie,Hawaii,5
*repliername*,Mavis,Newbie,Idaho,4
*repliername*,Callie,Newbie,Illinois,3
*repliername*,Bobbi,Newbie,Indiana,6
*repliername*,Maritza,Newbie,Iowa,3
*repliername*,Lucile,Newbie,Kansas,1
*repliername*,Leanne,Newbie,Kentucky,3
*repliername*,Jeannine,Newbie,Louisiana,4
*repliername*,Deana,Newbie,Maine,5
*repliername*,Aileen,Newbie,Maryland,5
*repliername*,Lorie,Newbie,Massachusetts,4
*repliername*,Ladonna,Newbie,Michigan,5
*repliername*,Willa,Newbie,Minnesota,6
*repliername*,Manuela,Newbie,Mississippi,8
*repliername*,Gale,Newbie,Missouri,4
*repliername*,Selma,Newbie,Montana,5
*repliername*,Dolly,Newbie,Nebraska,3
*repliername*,Sybil,Newbie,Nevada,2
*repliername*,Abby,Newbie,New Hampshire,2
*repliername*,Lara,Newbie,New Jersey,4
*repliername*,Dale,Newbie,New Mexico,4
*repliername*,Ivy,Newbie,New York,7
*repliername*,Dee,Newbie,North Carolina,2
*repliername*,Winnie,Newbie,North Dakota,3
*repliername*,Marcy,Newbie,Ohio,6
*repliername*,Luisa,Newbie,Oklahoma,5
*repliername*,Jeri,Newbie,Oregon,4
*repliername*,Magdalena,Newbie,Pennsylvania,4
*repliername*,Ofelia,Newbie,Rhode Island,5
*repliername*,Meagan,Newbie,South Carolina,3
*repliername*,Audra,Newbie,South Dakota,5
*repliername*,Matilda,Newbie,Tennessee,7
*repliername*,Leila,Newbie,Texas,5
*repliername*,Cornelia,Newbie,Utah,6
*repliername*,Bianca,Newbie,Vermont,5
*repliername*,Simone,Newbie,Virginia,5
*repliername*,Bettye,Newbie,Washington,5
*repliername*,Randi,Newbie,West Virginia,3
*repliername*,Virgie,Newbie,Wisconsin,4
*repliername*,Latisha,Newbie,Wyoming,2
,,,,
*posterreplyback*,Thanks for the help *repliername*.,,,
*posterreplyback*,Thanks for the help *repliername*!,,,
*posterreplyback*,Thank you *repliername*,,,
*posterreplyback*,Thank you *repliername*!,,,
,,,,
*posterreply*,Thank you for the suggestions,,,
*posterreply*,I appreciate the feedback!,,,
,,,,
,,,,
*replierreplyback*,You are welcome!,,,
*replierreplyback*,You are welcome,,,
*replierreplyback*,You're welcome,,,
*replierreplyback*,You're most welcome,,,
*replierreplyback*,No problem!,,,
*replierreplyback*,No problem,,,
,,,,
*replierintro*,Hey there!,,,
*replierintro*,Hi there!,,,
*replierintro*,Hi!,,,
*replierintro*,Hello,,,
*replierintro*,Greetings!,,,
*replierintro*,Greetings,,,
*replierintro*,Good morning,,,
*replierintro*,Good afternoon,,,
*replierintro*,Good evening,,,
*replierintro*,Hi,,,
*replierintro*,Hello there!,,,
*replierintro*,Hello!,,,
,,,,
,,,,
,,,,
*replieroutro*,Hope this helps!,,,
*replieroutro*,Hope this information helps…,,,
*replieroutro*,Good luck!,,,
*replieroutro*,Let me know your thoughts,,,
,,,,
*posteroutro*,Thanks for any help you can provide,,,
*posteroutro*,Thanks for any tips you can give me!,,,
*posteroutro*,Thank you in advance for any pointers you can provide!,,,
*posteroutro*,Thank you in advance for your help!,,,
